id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
epulb,10,25,44,10,9,86
hpy8l,11,21,25,4,10,84
dlg2c,11,4,32,10,17,30
sp3mf,2,21,71,11,11,13
zr66c,10,22,64,2,27,5
v7l97,4,0,92,10,0,45
jkqxa,11,5,95,2,29,4
m0d0o,10,25,88,10,5,81
bx7ob,10,0,95,4,0,2
jp6ap,4,19,25,10,10,90
a5u0p,11,6,53,11,23,69
ttphw,4,21,67,4,14,23
x5vuy,2,0,74,11,0,13
erhw5,10,0,84,10,29,57
rg22c,2,12,29,2,26,0
pbn9j,10,27,88,10,3,77
kfe3y,11,19,96,2,22,85
t084e,10,10,78,2,22,4
rug3t,2,6,40,11,11,28
hm5t6,2,0,11,4,9,83
ugpjj,2,21,21,2,30,12
roqm1,4,0,49,4,0,31
ilbo2,11,0,7,11,0,68
tabip,11,1,61,2,6,27
qo945,2,16,20,10,18,69
daex1,11,11,18,2,12,40
eebg7,4,0,49,2,0,5
iooa5,11,0,39,2,0,41
bzf81,11,27,48,11,13,76
kjchx,4,29,48,11,13,41
mr2jq,4,10,57,11,12,76
un5y7,2,26,60,10,10,49
e3op4,2,16,64,4,3,25
onok0,2,1,87,11,14,43
rq6fx,11,7,14,11,6,71
l4iod,11,25,72,4,8,59
xihfj,11,0,41,11,0,11
ihzs4,4,17,24,10,12,5
kgd09,11,14,97,11,29,47
a0c0u,11,0,87,10,0,53
k0u73,2,23,71,2,3,64
awajp,10,0,53,10,0,30
zzboq,10,0,29,2,27,61
g8ryb,11,1,87,10,12,6
v3nfr,4,17,51,11,12,24
dg0au,2,0,52,4,0,96
hhx00,4,0,46,10,0,15
d97io,10,0,10,11,0,94
j9rc9,11,5,32,2,10,84
pzmdz,11,0,96,2,0,48
kk6th,2,0,14,10,0,78
pghtt,10,21,8,10,16,18
uz29u,2,0,35,11,0,84
bwaxr,11,23,59,2,6,90
l2mim,11,25,64,2,11,5
p6cw7,10,14,29,2,26,68
nj2qb,10,7,25,11,27,88
dsoad,10,0,5,2,0,47
fkrhh,2,0,69,2,0,26
jub54,4,1,67,2,18,85
q7kc3,10,13,9,10,11,74
z9lc4,11,17,95,4,1,76
j1eup,4,7,37,2,13,58
nb6gl,10,23,43,10,27,7
hnf1u,2,18,38,2,23,2
a5omd,10,20,51,10,12,24
kqbp4,10,0,19,10,0,71
ja2je,2,0,79,11,0,90
dv8ae,11,17,11,2,13,63
rfgm2,10,27,48,2,11,81
gpq1n,4,12,31,10,4,1
f5cc1,4,18,72,2,16,15
k1jt6,11,0,30,10,0,41
zebfi,10,3,63,11,17,4
qxvks,10,16,7,2,15,81
l9yas,10,0,6,4,0,22
vjqen,2,3,36,4,26,6
aegs1,2,0,81,2,0,72
i4x4m,10,0,29,2,27,98
o7cwv,2,22,59,10,14,21
mdxq9,11,20,64,11,3,69
ruczb,11,0,40,4,0,75
su0j9,11,22,43,4,26,74
ld4p2,4,16,27,4,18,80
ym6vp,10,13,86,11,15,43
yzeti,4,19,26,10,12,79
m6u2b,10,8,82,4,9,53
x3w0z,4,2,38,10,3,8
qulax,10,25,60,11,2,32
db51s,11,25,0,11,26,8
der43,10,27,67,2,4,50
c0oq2,11,0,43,4,0,25
fe4uh,2,7,63,4,4,62
iw1eh,10,0,50,11,0,64
bx14m,11,0,14,11,0,41
pbrif,11,25,23,2,19,64
kfya7,10,0,25,10,0,26
pct8w,10,0,71,11,0,60
nqx8q,10,0,55,10,0,88
hwzv2,2,7,97,2,4,31
pvlx7,10,20,78,4,20,49
yntjz,10,20,35,11,5,42
i72jb,2,0,25,10,0,98
hu7g3,10,23,82,10,23,69
nedic,10,27,80,4,29,53
undq6,2,27,18,10,9,5
nnw3b,11,0,39,10,0,6
vi7xy,2,5,91,10,29,88
bgldy,2,9,30,10,0,42
cl8ed,2,14,38,2,12,88
kq4vu,11,0,69,10,0,95
g5mcw,11,25,3,2,14,94
ad0m5,11,25,94,11,14,41
fcqv1,11,26,0,2,23,65
hyyzc,10,0,86,10,0,97
xyyxw,11,6,2,4,29,69
u2mqa,2,22,94,10,30,96
jsl22,11,24,80,2,4,62
yi2yp,2,0,3,11,0,17
vb6e2,4,14,15,2,26,8
g9wz3,4,0,53,10,0,73
mbwju,2,12,8,2,3,9
xfook,2,3,24,10,30,40
l0eqv,2,5,93,10,30,17
j8pkm,2,0,33,10,18,30
xvj6y,2,12,9,2,3,79
rl7rk,11,1,34,11,16,61
lshfq,11,4,10,4,21,56
wto81,11,28,66,11,19,28
t1blt,11,11,43,10,8,65
jb7n9,11,9,27,2,24,45
lyn9a,11,0,73,11,0,90
bo0ci,10,17,59,4,19,86
cowfr,2,26,47,11,22,13
y4wmm,11,11,17,2,26,84
buce8,10,8,28,11,6,88
v85t0,2,13,87,11,9,3
ffh26,4,18,41,10,11,16
o0ghn,11,18,51,11,8,95
sf77m,11,30,98,10,5,40
ztbgx,10,0,38,4,18,93
j81tp,10,20,1,10,12,18
ym1xy,10,22,77,4,3,12
lvksh,2,0,39,2,0,96
w4szk,2,25,36,11,9,84
czve9,2,27,84,11,9,26
gvgsu,11,23,24,2,25,64
q3gfa,2,9,56,10,29,44
st9j1,4,17,13,2,24,86
u4heh,11,18,90,2,17,22
jkb5u,10,4,11,2,11,3
q57ck,2,11,50,2,25,78
qcpsh,10,15,8,11,27,12
zm788,10,1,71,10,26,33
d8q4g,10,0,50,11,0,44
a41qz,2,16,95,2,19,67
o5ee6,11,0,66,4,0,61
ak7dc,11,8,3,10,10,16
fvcz5,11,10,87,10,11,85
ndipq,11,0,36,11,0,27
gzq0h,11,0,31,10,0,55
gatxh,2,29,3,10,10,96
jr8na,4,29,60,4,20,41
r2xy7,10,18,10,11,23,80
j1tk6,11,0,36,10,0,85
uk41g,4,0,7,2,0,38
ele2p,11,16,14,11,0,93
cdp78,11,14,11,2,22,97
ersz1,10,1,33,10,17,64
x5bs0,10,8,34,2,1,36
hc43n,4,20,2,11,23,58
arrat,10,0,97,2,0,81
i1hgn,2,25,55,2,7,39
rcqxg,11,0,53,11,0,87
jw9am,11,20,95,4,26,7
jwrcg,2,15,8,10,19,60
cu8j0,2,0,72,2,0,68
rwcls,11,12,82,4,5,75
flo52,2,4,44,4,13,71
cke1j,2,5,73,2,28,40
st1id,11,19,84,4,30,71
yh364,2,0,53,10,29,17
pilz2,11,23,5,11,29,10
yah5t,2,24,96,4,1,18
k5fnn,10,20,55,2,11,90
nvgx0,11,0,84,10,0,69
jqtdb,2,0,5,11,0,28
nu5fy,4,30,13,11,12,90
xnas3,2,25,67,4,25,82
qol4c,2,27,24,11,20,92
atec8,11,27,72,2,15,82
pzwn9,11,0,55,10,0,45
j789i,2,0,42,2,0,10
o7jd0,2,20,87,4,27,37
otpue,4,0,26,2,21,6
pgmaa,11,1,64,2,3,22
wllzm,2,0,59,10,0,78
wbewv,4,24,65,11,11,70
zuja5,11,17,91,10,0,13
pr97h,4,26,88,11,11,78
hb9yj,10,4,61,10,5,62
f6gar,10,1,10,10,14,25
wjj0q,11,9,65,10,1,40
xegqz,4,3,44,2,8,94
ay7g6,2,27,95,2,23,87
f80uy,4,19,20,11,29,83
rk61h,10,27,88,2,19,85
emxwh,10,29,94,4,20,41
bw0h5,11,17,91,10,12,52
zlnqm,10,28,43,11,20,60
cj3rv,2,18,84,10,23,35
f532n,11,0,36,11,0,72
zki4q,2,0,77,11,0,42
cdzxx,10,0,80,10,0,78
ukh90,4,29,80,11,29,8
opci4,11,5,13,2,14,17
o1ivc,11,5,78,11,25,21
ve7d3,11,20,94,11,26,98
aipfz,4,26,71,2,7,5
bjz7w,11,0,94,10,0,86
ftnwl,10,29,95,10,29,51
me3zm,11,7,42,10,25,8
zh944,10,0,36,2,0,67
bjlep,11,0,78,4,0,94
kag6u,4,22,16,11,9,76
lyj8z,10,0,81,2,0,33
fjx7i,2,11,65,11,28,42
izmp9,2,4,50,2,1,72
fdzyq,11,0,15,2,0,26
dqpy1,11,11,53,11,8,68
n14gz,2,20,1,4,7,2
yqzkc,10,24,91,2,19,31
kj5kx,2,25,29,2,18,80
q9pjp,10,12,57,2,10,84
r9tue,11,0,56,2,0,94
v2bgd,2,1,10,2,21,89
v0i0p,4,21,16,11,9,39
xmr19,10,7,73,4,1,32
vho78,2,27,8,4,9,47
y0og4,10,13,94,10,20,32
zl88w,10,0,85,4,0,1
t2eet,10,1,3,11,29,65
mcr35,2,0,33,11,28,16
hial8,2,4,33,11,14,71
on2k1,4,0,12,11,0,59
va0ym,10,0,73,11,0,18
t2d69,11,23,97,11,6,21
nr2yn,2,0,27,11,0,44
bgzod,4,14,59,10,17,40
h0r5w,2,27,90,2,15,46
pu6eb,2,0,60,10,0,59
kicbu,10,0,96,11,28,60
ll1ai,11,0,32,10,0,50
heopn,10,0,71,11,0,59
brzdq,10,5,92,2,19,70
m3d97,2,2,93,11,6,0
ly27h,2,23,66,11,27,57
utcaw,2,27,47,2,7,65
ca7pa,11,3,82,10,0,91
m7x20,11,0,3,2,0,35
w0e1u,4,4,97,4,16,94
gob1i,10,19,71,10,4,79
ijclm,11,0,21,2,0,50
cbvwc,4,27,72,11,2,67
oe4nc,10,0,51,2,0,49
wkzsv,11,23,64,2,0,47
m1j3o,11,3,43,2,20,26
k4u5z,2,15,10,11,11,14
tcdfc,11,7,91,11,16,37
l9kya,4,0,6,2,0,58
kv1ec,4,29,57,4,2,38
tj0eu,10,18,56,2,19,36
hvyfc,11,14,25,2,5,52
wid76,2,29,33,4,13,29
gq4qt,11,0,9,10,0,64
nqa8c,2,2,11,11,26,52
g3ffp,10,0,84,2,0,86
qm43a,11,27,41,11,28,84
lqy12,2,0,63,10,0,74
ge0xl,11,30,58,4,27,62
tgwht,10,14,42,4,19,77
ywzz0,11,5,13,11,7,20
a1648,2,0,19,4,0,55
o8h28,4,0,0,10,0,7
sn19v,11,15,55,11,30,69
s2btf,4,12,50,10,17,15
f5fzn,11,4,73,10,19,61
cbuub,11,13,55,4,24,37
n1equ,2,0,96,2,0,84
qzjlr,4,0,6,10,0,20
hvtyt,2,0,24,10,0,61
jhd3s,10,0,37,2,0,8
ntu1p,11,8,81,10,16,76
lc0jd,11,2,91,11,30,21
mr0e6,2,15,26,10,12,89
rc0e0,2,6,63,2,22,69
z6s15,10,6,69,11,12,19
uy52n,2,27,79,11,0,39
aqu8o,4,4,8,2,1,57
jui8d,11,13,14,4,22,51
awrjn,10,18,15,4,16,95
wtiuz,4,0,82,4,0,13
q3t3v,4,20,48,2,9,85
fvvlh,11,0,22,10,0,63
vcspv,11,15,61,2,24,42
oze99,2,0,38,2,0,1
b2r9c,10,3,10,11,16,25
dq8p1,4,2,12,2,17,13
vuw5r,4,4,22,11,10,87
hhxlx,2,0,54,10,0,48
nyr0k,2,17,8,2,17,87
xgb26,2,9,94,10,14,63
hxbsu,11,14,86,2,4,67
axn8b,2,4,25,4,22,20
cs0tj,2,0,15,2,0,65
xdy0q,11,1,50,10,5,47
pq38w,2,6,42,11,30,97
ikm6z,11,19,18,11,8,82
ckybq,11,9,84,10,19,66
sq3k7,2,0,61,10,0,17
bgl3g,2,14,65,2,11,31
cdj6l,4,0,38,4,0,84
pkqfb,11,13,66,2,1,89
qherp,10,1,94,2,22,32
oxxm4,10,0,42,10,0,52
x5d3c,11,21,7,10,23,42
ggp2d,2,0,14,11,0,42
o0fod,11,3,10,10,22,52
hzpzu,4,16,1,11,9,98
jeriu,2,7,48,4,8,18
d64qx,2,26,60,2,5,70
uth0m,11,11,25,2,22,13
s6t4u,2,0,81,10,0,89
sp1nt,10,0,37,11,0,26
dst6c,10,12,51,11,30,71
d3o0d,10,20,65,11,3,27
u2o7k,2,1,54,11,24,91
rmydd,2,23,89,11,6,63
amvx6,2,14,2,4,29,91
r0ncj,2,29,1,11,22,50
za0k5,2,30,84,2,22,69
t36y1,10,18,72,10,11,36
h6ndj,2,10,40,10,11,22
imtvw,4,14,22,11,13,22
tparl,2,0,53,10,0,77
kmnsp,10,3,63,4,4,24
t2dq6,2,2,24,11,16,21
ye7o4,11,29,67,10,29,2
k44xe,11,0,73,10,0,94
ou32m,11,4,22,10,23,58
m9fby,10,18,39,10,23,51
nf27i,10,21,52,2,0,2
bygme,4,4,86,10,20,36
z20js,10,21,23,11,27,96
om18m,2,30,50,11,29,41
f1qeb,2,15,16,11,20,34
onufy,4,0,10,10,0,83
kp7b8,11,21,81,4,1,29
vrjpt,11,0,37,11,0,51
tjwgi,10,3,44,11,27,76
j9gyh,2,0,44,10,0,18
ssuz9,10,10,33,10,2,29
ahgd4,10,26,82,11,28,24
z3aqz,2,24,57,2,20,16
nfqxa,10,29,80,11,24,20
r57ab,4,19,25,10,10,51
qalrb,2,17,81,11,23,34
iu83x,2,0,52,2,23,33
rxebz,10,0,48,2,0,93
kn9ys,10,1,61,2,19,27
rsj4u,2,15,35,10,19,79
clw2r,11,15,11,10,20,27
dl5cu,11,12,75,10,15,12
yyyxz,2,27,75,10,14,50
tzpyn,4,0,0,2,0,92
dnz4f,2,20,28,11,8,16
fnuon,10,14,57,10,12,31
obo54,11,6,63,11,9,79
a2ham,10,26,44,11,12,69
kjvyk,2,0,14,2,0,44
ii7ds,2,30,9,11,26,98
dwomx,4,0,86,11,0,2
hstii,4,15,58,11,28,6
hvkg7,11,20,80,2,2,7
bkrrm,4,14,90,10,4,97
qt8ww,2,0,16,11,0,4
hryaj,2,16,66,11,11,0
aahfq,4,6,56,2,9,51
a8o22,11,5,44,4,12,83
zrilv,10,14,70,2,1,17
dbqr0,10,13,67,4,17,58
x57yg,11,12,78,10,27,55
es4h2,11,0,72,10,0,55
cay1f,2,18,68,4,7,59
or0qn,11,28,36,10,29,29
w78op,4,26,7,4,6,6
bsfx1,10,15,60,10,29,86
iw2wp,10,0,7,10,0,64
tk3yw,2,14,9,2,17,65
bgykn,10,26,22,2,12,49
e9h4e,11,28,42,10,2,41
hd1x8,4,20,62,10,5,78
u4u1q,10,22,84,2,8,39
vcaj6,2,0,31,4,0,44
se6lo,10,0,50,11,0,68
rx0f0,11,28,42,4,11,25
a1d5t,11,29,74,2,29,34
gyj0y,11,24,84,11,8,64
xdg10,2,0,7,11,0,83
sjq13,10,3,90,10,0,22
gg2py,10,21,49,4,23,91
scbo1,2,15,4,2,26,33
s1v2e,11,25,80,10,15,19
tslp9,2,15,69,2,21,33
zv69l,10,4,48,4,11,31
ozrqb,11,0,11,11,0,20
bu9x8,4,25,86,10,27,7
vhedm,10,9,66,10,24,5
agc63,11,18,28,11,7,4
qzqd8,10,0,33,10,0,69
u9fxc,2,1,40,10,22,94
dg7n7,11,30,10,10,1,18
uy4bj,2,20,91,2,14,63
vj9ve,4,8,92,10,23,28
r4qcl,10,29,13,10,10,44
i73i1,2,29,60,11,13,48
f8q2v,4,0,86,4,0,51
s46kc,4,0,64,4,0,68
e67g8,4,17,49,4,6,44
rcfu4,11,19,4,2,27,28
e9e0n,10,0,7,11,0,54
i1qfw,10,0,78,11,21,48
nqqtj,4,12,30,11,9,15
e8ol2,2,28,83,10,24,32
u3dcr,2,11,95,11,8,82
s5zya,2,25,65,2,18,44
a7s1e,10,0,83,4,0,47
w9gsg,10,19,67,2,10,81
ss7bm,4,6,27,11,3,28
vo4d9,2,19,75,10,11,6
p6o27,10,12,43,10,22,88
qm3vs,10,9,24,10,5,62
jr4ft,10,0,62,2,0,20
f3e09,10,20,35,11,16,68
gfjw3,2,13,62,11,15,70
ipajd,10,0,88,10,0,55
h5q2y,2,0,43,10,0,57
t4rxx,10,2,77,4,4,91
nns1n,10,14,43,11,29,61
k84qb,11,17,75,2,6,37
sp1j1,10,0,32,11,0,36
t5kcb,2,7,2,11,11,74
ygj4x,2,19,58,11,20,50
i25zj,4,5,33,10,16,86
geagn,2,16,89,4,3,53
af44e,2,23,52,11,6,70
eebs3,11,15,76,10,20,98
pu3ul,11,30,71,11,7,63
vi6gp,10,0,50,4,0,90
p8st9,11,21,96,2,20,8
z8qq3,2,0,44,11,0,96
qem3m,2,9,93,2,28,68
w6fr1,4,11,68,2,6,28
giq4q,2,0,68,2,0,61
iavr5,2,14,72,11,3,30
vykh6,4,0,78,4,0,9
r7ymt,4,0,85,10,0,43
mnr7y,10,10,81,10,9,23
yvyej,11,26,32,10,22,9
tmgyo,10,17,58,10,27,83
h8zn5,2,14,61,2,9,6
pgk0d,4,26,50,11,30,72
kam53,11,0,52,4,0,35
k8tqd,11,13,18,11,18,14
urmrr,2,29,24,11,15,95
r38t7,2,28,27,11,20,11
a8pl9,11,14,23,11,21,66
oxh24,11,15,95,11,7,53
qr64v,2,5,96,11,23,42
nj0x0,10,16,64,2,20,8
ha75a,4,28,41,10,1,74
q6k9i,10,20,55,2,30,34
yhaz9,2,30,35,10,27,73
cli4n,11,23,30,10,17,22
ptl56,2,21,52,10,14,22
x99rk,4,13,43,2,23,39
kr99j,11,28,24,10,19,56
iw475,2,20,26,2,9,74
g0oah,11,25,5,11,24,14
fmizr,11,2,31,11,25,1
k9z87,11,0,64,11,0,39
u9ofp,11,21,71,4,17,90
e1gar,4,0,25,11,0,82
gte7f,11,0,23,11,0,88
z20vs,11,22,80,2,7,12
zs00a,2,19,12,11,11,2
fffmj,2,21,54,4,6,14
k8wc9,4,3,90,4,23,68
k9r1d,11,10,43,11,26,76
hsh1a,4,6,83,4,18,68
d0ogz,11,14,51,10,24,81
bxjcx,2,23,77,11,7,81
pupbq,4,21,45,4,28,94
bg9w2,10,30,41,11,27,76
q6ofm,10,24,47,10,23,40
c93im,11,29,0,10,7,48
ecj2r,10,4,23,11,17,33
aztwk,11,21,38,11,2,79
k8ld2,4,13,84,10,16,34
if82c,4,0,65,2,0,24
i0dwz,10,15,43,2,26,5
iryjo,10,28,93,2,5,54
yavng,10,28,11,11,12,59
lmdw1,11,17,90,10,8,62
v6yvk,10,0,21,10,0,70
g75ij,11,0,14,11,0,20
m6lbs,2,22,40,11,6,5
b9mi6,11,0,72,10,0,3
gsubw,4,23,75,2,2,16
ble0e,11,9,26,4,26,48
ayqsu,4,28,72,10,29,93
ehnbk,4,5,2,11,15,90
eft2o,10,1,89,11,28,11
idjic,11,7,51,2,9,12
t0i8y,4,19,86,11,10,67
dyq6a,4,23,2,4,3,20
pju5t,2,23,58,10,12,33
j01du,10,12,41,10,24,91
k4wpz,11,0,51,2,0,49
xd0ee,11,15,67,4,11,47
mzmft,10,0,30,10,0,86
god1b,10,0,81,10,0,29
gvanr,10,10,76,2,19,56
eywii,2,0,41,11,0,51
ujepf,11,0,98,2,0,7
rvdnd,10,29,86,11,30,93
gd2vx,10,13,22,2,21,11
m7mvm,10,4,12,10,2,81
n45nw,2,0,81,10,0,72
bxfs6,10,20,54,11,24,55
xvzni,11,24,6,10,0,27
up3eo,10,20,33,2,16,23
nc8z1,10,0,30,10,0,39
szkp1,4,0,63,2,0,50
c9ia4,2,13,7,2,23,63
z7lbw,11,20,29,10,30,90
q5i7w,11,0,41,10,10,21
y7hod,10,16,0,2,30,55
woh94,2,4,12,10,15,94
p6es1,10,8,50,10,23,50
h46kk,10,2,64,4,1,72
rm44j,2,15,36,4,4,27
nynp5,11,4,92,10,8,87
kzxdt,2,0,34,11,0,8
sgc18,11,0,51,2,0,86
xdags,2,17,68,10,7,83
eo1qq,11,7,40,11,23,87
oocg1,10,0,17,4,0,45
un716,2,5,37,2,13,70
id0lp,11,29,38,10,9,83
iplrj,2,0,57,11,0,2
ag2ya,10,0,75,4,0,63
inv7d,10,4,17,11,23,13
p8xpa,10,19,93,11,22,16
z9ba2,2,0,0,4,0,59
nsroz,10,26,18,11,2,46
hwua2,10,18,94,2,21,91
vd84f,2,19,85,10,7,70
eoqeq,2,26,73,10,25,69
efk1t,11,13,58,4,28,35
ngfg7,2,26,86,4,9,95
vjhqz,2,12,87,2,26,69
fpgnk,10,4,32,2,9,82
af354,4,0,18,2,0,91
s2bbl,11,0,95,4,0,68
pesy2,11,14,12,10,2,91
reewo,2,22,42,4,21,95
k4551,10,1,51,2,30,54
dacxu,10,17,42,10,22,39
i0znz,11,4,21,10,23,37
movgn,10,26,72,2,14,20
lh56p,10,0,26,11,0,66
xrn7q,11,8,92,11,18,70
f34tq,4,7,19,11,29,23
i4yc0,4,0,32,10,0,77
ewygz,2,0,64,2,23,45
ornya,4,14,26,4,3,69
uz1rv,10,21,63,2,25,11
wd6jy,4,0,9,2,0,43
f2bwz,2,23,49,10,18,75
lnjm9,2,27,61,10,5,10
tos1r,4,28,40,10,5,14
bdqlh,2,0,66,11,0,19
s6olp,10,10,53,2,29,63
dc6na,10,10,52,10,24,70
a0xqm,2,0,8,2,0,45
cwpd7,2,9,35,10,8,2
waop7,2,26,14,11,12,14
r249p,11,13,50,10,12,96
uq7rs,4,0,53,4,0,98
ro57q,11,23,48,10,21,12
uq7i6,2,25,2,4,4,3
m9jvt,10,30,34,2,20,51
vw9ts,11,18,82,2,22,57
bku0a,2,22,16,10,17,78
pyq4d,10,21,55,2,19,46
te3u9,2,20,39,11,24,50
zadgr,2,12,84,11,4,68
jgj02,11,14,31,2,29,35
ekvfh,11,27,17,2,18,22
suoe5,10,6,47,10,5,26
bc426,2,28,47,2,16,69
ui0zj,11,6,59,2,9,55
splu5,11,0,20,2,0,4
rojoi,11,27,98,4,15,20
hn57k,2,9,50,2,18,63
dkxwe,10,23,59,4,25,98
plknz,2,1,70,10,26,22
js5la,11,15,17,10,23,91
k0i18,10,28,97,2,8,28
e8s30,10,0,66,11,0,31
ic5vc,10,29,87,10,21,8
vwjcz,11,5,2,4,19,14
xpb2r,10,25,33,2,16,42
jtf00,11,28,47,4,11,63
dl8rc,4,19,96,11,27,98
a8usf,11,8,27,10,2,35
eg0z1,10,15,18,2,26,25
a98yg,2,0,47,2,0,13
rheqs,2,17,53,2,8,12
qcub8,2,0,65,4,0,71
ubrh9,2,6,77,4,23,38
ilm0v,11,0,5,4,0,63
vlkji,2,0,9,10,0,59
eiw10,2,12,43,2,16,64
g2nhe,11,23,86,2,9,21
x4shn,11,0,5,11,0,71
wxml4,10,28,67,10,11,70
pgsh0,11,5,85,11,24,36
p9jbh,11,3,41,10,27,24
sef2o,2,0,0,11,0,6
v2wpz,4,0,47,11,0,94
gbehf,11,27,24,10,10,26
bjxq6,2,19,54,2,10,57
e2044,10,0,41,11,0,24
jahd6,10,19,44,2,27,57
gdmgu,2,21,51,11,26,81
np5xg,4,22,91,11,0,48
d58t5,11,24,33,10,25,70
p3bs0,10,10,49,4,13,35
sw4mv,11,16,50,11,23,61
ctsvz,2,19,70,11,23,57
hvgp0,10,19,32,10,10,14
oo1l5,10,0,8,11,0,47
bb1ck,10,21,86,4,27,59
r6nj8,4,12,64,2,9,5
tr91t,11,8,10,4,5,14
jnrrl,10,0,36,10,0,54
awwdq,4,0,85,11,0,80
n84yl,11,17,54,4,19,29
wx6z9,10,0,63,10,0,41
h19c3,10,24,14,4,2,13
wyvre,2,15,8,10,10,82
wasi9,2,30,56,11,21,2
hwsa0,4,16,68,4,7,3
pzdy8,11,14,29,10,29,16
bs94g,2,0,5,4,0,3
okiqo,10,15,16,2,26,36
wx1l0,10,16,1,10,20,97
ybp01,11,0,50,10,0,72
f539p,2,27,37,4,1,69
rj4lm,4,21,88,11,19,78
b7gwk,4,14,84,10,0,11
h0a7f,10,29,95,10,8,65
vmnax,2,21,7,11,30,80
qxdzk,2,14,5,2,28,23
k3umd,2,2,8,4,16,3
zqkyi,10,29,4,2,29,93
twgrb,11,0,98,10,0,49
a87j7,10,28,3,2,21,63
cgsfs,10,0,56,10,0,83
q6aaj,11,25,6,2,11,6
wi1n5,2,7,24,4,2,2
eo14q,11,2,43,4,16,90
nnv7n,2,15,76,10,15,21
vauqi,4,3,21,11,11,34
ws35m,4,3,3,4,27,47
qlry1,4,9,71,11,20,80
zj6df,11,24,22,11,20,14
y2d6y,2,11,63,2,3,76
vhlpa,2,25,53,2,23,45
r4vvi,4,0,81,10,0,36
zp0a3,4,26,37,4,25,85
akvy1,4,25,65,11,17,62
cvp9c,11,3,42,2,25,21
nnn20,11,1,71,4,20,6
rxe9l,2,7,1,10,22,47
xy48u,2,0,68,11,0,98
r9cyx,11,23,20,11,12,80
g3dsp,11,5,7,2,28,0
xtser,10,14,43,10,12,17
czdnv,4,8,47,11,17,67
c3o10,10,29,61,11,19,29
sr2zm,10,10,50,2,10,5
z1q2v,11,14,5,4,26,58
nz1kn,10,2,68,11,11,22
deuy1,4,22,24,2,18,96
bqq0h,11,0,6,10,0,60
z7i0a,4,26,78,11,10,36
hk09g,11,24,46,2,26,6
qfmfk,10,0,96,11,0,4
igcl6,11,19,17,2,4,82
fbjcd,4,7,1,4,12,54
royjk,2,0,25,10,0,18
tcfhv,10,14,79,2,21,9
mkzpf,4,23,43,10,12,65
nee5u,2,22,54,11,6,47
mzbke,10,0,4,4,0,57
p8gne,11,13,28,11,6,50
ugp4w,2,0,1,11,0,83
sip74,11,0,46,4,0,3
hbtp2,10,7,77,2,12,66
gxxpe,11,5,51,11,10,58
rl9fo,2,14,45,11,24,69
qwra7,10,15,97,11,16,11
jvp0i,10,4,13,2,5,15
v6lae,10,8,19,4,23,94
kzh2w,10,27,71,2,0,46
ir7ax,11,3,3,2,7,94
oh49m,4,11,91,2,16,92
fcvla,10,0,49,11,0,29
sllja,4,0,1,10,0,45
x5zx4,11,0,71,11,0,49
yuuqh,10,10,98,11,14,57
leevb,4,3,28,11,6,0
gwy7l,10,16,35,2,3,33
m2910,2,22,46,11,4,46
c9zkg,4,12,38,11,8,79
rcm9y,11,8,29,4,25,60
lfn3r,2,12,85,10,10,35
dzxko,11,11,81,10,27,9
o5mox,10,26,91,2,12,8
sur0e,10,25,44,4,12,23
fj2ft,10,27,59,10,13,93
kf8wl,10,26,63,11,11,94
xatcw,2,1,62,10,26,81
s3209,11,28,95,2,19,4
u6rcs,11,0,18,11,0,13
lorbf,11,13,41,11,22,8
ms4hc,2,0,25,2,0,22
m92r2,2,30,5,2,3,74
lx7jp,2,12,85,11,14,72
dxr09,4,23,82,2,2,95
buofh,2,16,75,10,27,65
vbgud,10,23,93,11,2,26
n2jpz,11,0,5,2,0,59
nllsy,2,14,47,2,3,88
puetp,11,13,19,2,18,54
k0gkz,11,3,75,10,22,45
xu0cy,11,5,88,11,16,13
mbcc3,2,0,95,2,0,35
n2yd5,11,19,21,11,22,78
nf6lz,11,24,26,10,25,78
ebzsw,4,7,69,11,24,50
e3zyj,10,4,17,10,0,11
ery15,4,29,35,4,17,6
g2k0p,11,9,64,11,28,46
eqoux,4,29,38,11,27,95
fcxmy,11,24,90,2,2,47
y8ej7,2,3,86,2,5,33
jxf4k,11,29,96,11,6,0
uxwxv,2,24,71,2,20,55
kxgwl,10,25,65,10,20,54
vu2et,11,0,24,10,8,32
ty7aq,11,10,23,4,29,42
vjmhz,2,22,78,10,14,30
hgupu,11,0,97,11,0,72
c8l7p,10,21,72,11,5,5
ibavi,11,23,38,10,0,24
syb36,10,7,95,11,27,44
rso89,11,0,56,10,29,21
siqpd,10,27,98,2,24,77
zyz0w,2,26,42,4,20,62
f4w28,11,5,56,4,20,29
ln41y,10,13,83,10,0,86
muny4,2,25,68,10,5,98
d2sg6,11,17,20,2,23,83
r8ap5,2,28,75,11,29,98
bygts,10,0,48,10,0,68
xiye0,10,0,24,4,0,98
c2ypp,10,5,31,2,30,42
cyqk4,10,26,78,2,30,53
ervlq,11,0,51,2,0,97
xlecn,4,0,67,10,0,37
w0r28,4,6,33,2,23,88
xfosb,10,13,59,4,15,66
vmf2h,10,21,4,11,10,12
yxe8l,11,12,67,2,9,17
m7mav,4,19,87,10,5,41
asg2c,11,12,34,4,16,14
lq9a2,4,0,43,2,0,91
foj8w,10,20,66,10,25,50
ge9vd,10,17,18,2,12,10
